CustomerID,Age,Gender,Job,Education,MaritalStatus,Balance,Tenure,CreditScore,HasLoan,TypeOfLoan,AvgTransactionPerMonth,HasCrCard,EstimatedSalary,NumOfProducts,UseOfDigitalBankServices,KnowledgeAboutServices,InvestmentInBankSchemes,IsActiveMember,Rating,ServicesUsed,ReviewSentiment,KeywordsInComplaint,IssueResolved,CustomerLeft,App,ServiceOffline,EaseOfAccessOfBankingServiceOnline,PaymentDeclineServerIssue,FraudSecurity,Insurance,LoanApproval,WithinTimeframeServiceDelivery,SincereEffortsSolvingProblems,HelpFinancialPlanning,RespondingCustomerRequests,FeelingSafetyTransacting,PersonalAttention,AcceptingResolvingFaults
3285,27,Female,Businessman,High School,Divorced,138261.17,6,632,No,no_loan,63.62,Yes,22992.54,3,Yes,5,Yes,No,5,"Insurance, Savings Plans",Negative,Technical Issue,No,1,4,4,5,10,5,8,3,6,6,3,4,8,2,6
3286,43,Female,Manager,PhD,Divorced,41249.91,26,799,No,no_loan,3.3,Yes,33275.74,1,No,5,No,No,1,Insurance,Negative,Technical Issue,No,0,6,1,6,6,2,1,3,1,2,1,1,2,1,4
3287,32,Female,Teacher,Masters,Married,20566.41,20,591,No,no_loan,64.57,Yes,85504.79,3,No,4,Yes,No,5,"Insurance, Savings Plans",Neutral,"Technical Issue, Delay",No,0,6,3,6,10,4,8,3,7,5,4,4,6,5,6
3288,33,Male,Doctor,Masters,Single,56874.31,1,496,No,no_loan,95.5,No,48554.04,1,No,5,Yes,No,9,"Insurance, Savings Plans",Neutral,Miscommunication,Yes,0,6,7,6,10,6,10,3,10,9,8,7,10,7,10
3289,36,Male,Manager,High School,Divorced,70021.82,15,613,Yes,Personal Loan,99.8,Yes,148624.12,3,Yes,4,Yes,No,4,Insurance,Positive,"Technical Issue, Delay",Yes,1,3,4,5,9,2,6,4,5,4,5,2,6,3,5
3290,38,Male,Engineer,High School,Single,58677.26,26,616,Yes,Home Loan,79.81,Yes,139253.41,1,No,1,No,Yes,6,"Insurance, Savings Plans",Positive,"Service, Fees",Yes,1,6,5,6,8,4,8,5,8,8,6,5,9,3,7
3291,64,Female,Lawyer,Bachelors,Single,16516.91,19,676,No,no_loan,61.16,Yes,98966.36,3,Yes,1,No,No,3,Insurance,Neutral,Fees,Yes,0,3,4,4,8,3,3,3,3,3,3,2,3,2,4
3292,44,Female,Businessman,Bachelors,Married,101844.81,11,634,No,no_loan,68.65,Yes,104135.63,3,Yes,1,Yes,Yes,2,Insurance,Positive,Delay,Yes,1,2,4,1,8,1,2,3,1,1,2,1,2,2,1
3293,39,Female,Doctor,High School,Married,124489.98,29,425,Yes,Education Loan,76.2,No,31310.61,2,Yes,2,Yes,No,5,Insurance,Neutral,"Technical Issue, Delay",Yes,1,7,4,6,10,4,7,5,6,7,6,5,6,2,6
3294,36,Female,Manager,Bachelors,Divorced,7695.12,29,539,No,no_loan,67.18,No,146639.75,4,Yes,5,Yes,No,8,Insurance,Positive,Service,Yes,0,9,4,9,10,8,10,3,9,9,5,6,9,6,10
3295,53,Male,Manager,High School,Divorced,110884.96,17,727,Yes,Personal Loan,61.77,No,144470.39,1,Yes,1,Yes,No,4,"Insurance, Savings Plans",Negative,Fees,No,1,3,4,6,7,1,5,5,4,4,1,3,6,2,6
3296,29,Female,Businessman,Masters,Single,178138.39,5,820,Yes,Business Loan,75.19,No,132517.14,1,Yes,1,No,Yes,3,Insurance,Neutral,"Technical Issue, Delay",Yes,0,4,4,1,4,1,3,6,3,3,2,1,4,2,3
3297,23,Female,Manager,High School,Married,162807.97,24,411,No,no_loan,4.27,No,24005.13,2,No,5,No,Yes,6,"Insurance, Savings Plans",Neutral,Miscommunication,No,1,6,6,6,10,4,8,3,7,7,4,4,8,4,7
3298,64,Female,Teacher,PhD,Married,36043.2,2,385,Yes,Education Loan,8.28,No,57956.54,2,No,2,No,No,7,"Insurance, Savings Plans",Positive,Delay,No,0,6,5,6,10,7,10,1,9,9,4,5,8,6,7
3299,33,Female,Engineer,PhD,Divorced,72731.42,25,300,No,no_loan,56.14,Yes,112089.16,1,No,4,No,No,3,Insurance,Negative,Technical Issue,No,0,6,3,6,10,4,3,3,3,2,1,3,3,3,5
3300,69,Female,Doctor,Masters,Married,192552,17,835,Yes,Car Loan,58.69,Yes,70946.63,3,Yes,2,Yes,Yes,9,Savings Plans,Neutral,"Technical Issue, Delay",No,1,10,4,10,4,7,10,5,10,10,6,8,10,7,10
3301,28,Female,Doctor,Bachelors,Married,149298.48,22,488,Yes,Car Loan,93.99,Yes,20963.58,2,No,1,No,Yes,10,Savings Plans,Neutral,Technical Issue,Yes,0,6,7,6,10,8,10,3,10,10,7,9,10,7,10
3302,50,Female,Manager,Masters,Married,101418.41,6,598,Yes,Education Loan,90.52,No,90262.45,3,Yes,2,No,No,5,Savings Plans,Negative,Miscommunication,Yes,0,5,4,4,9,5,6,2,5,7,5,5,6,4,5
3303,51,Female,Manager,High School,Single,194972.65,2,556,Yes,Education Loan,30.35,Yes,132050.8,1,Yes,3,No,No,8,"Insurance, Savings Plans",Negative,Technical Issue,Yes,1,9,4,10,8,7,10,3,10,9,6,7,9,7,9
3304,66,Female,Teacher,Masters,Single,159319.48,23,615,No,no_loan,80.39,No,82888.04,3,Yes,5,Yes,Yes,3,Insurance,Positive,"Service, Fees",Yes,0,4,4,5,9,4,4,3,3,2,2,2,3,2,3
3305,45,Female,Businessman,PhD,Single,58841.76,3,687,Yes,Business Loan,36.34,No,95244.9,2,No,2,No,No,3,"Insurance, Savings Plans",Neutral,Fees,No,0,6,3,6,9,4,4,5,2,4,3,2,3,3,3
3306,46,Male,Businessman,PhD,Divorced,62762.31,10,637,Yes,Business Loan,82.91,Yes,31458.43,1,Yes,1,Yes,Yes,6,"Insurance, Savings Plans",Neutral,Service,No,0,7,4,8,8,5,9,7,8,7,5,6,8,3,7
3307,56,Male,Artist,Masters,Married,10451.35,11,564,No,no_loan,77.7,No,130304.87,1,No,4,Yes,No,8,Savings Plans,Negative,Service,No,1,6,6,6,10,7,10,3,10,8,6,5,10,8,10
3308,40,Female,Artist,Bachelors,Single,199931.61,13,418,No,no_loan,1.29,No,146854.57,4,No,5,Yes,Yes,3,Insurance,Neutral,Fees,Yes,1,6,3,6,10,1,5,3,4,4,2,2,2,2,3
3309,29,Female,Manager,Masters,Married,179199.65,17,417,No,no_loan,55.95,Yes,32266.79,2,Yes,2,Yes,No,4,Savings Plans,Neutral,Miscommunication,No,0,4,4,5,10,3,6,3,5,4,2,3,7,4,6
3310,48,Male,Artist,Bachelors,Divorced,199443.82,13,390,No,no_loan,87.3,No,38232.75,4,No,1,No,No,3,Savings Plans,Neutral,Service,Yes,0,6,3,6,10,3,3,3,2,3,2,2,5,2,2
3311,32,Female,Teacher,Masters,Married,3199.83,28,707,No,no_loan,51.55,No,62782.12,4,Yes,2,No,No,8,Insurance,Negative,Delay,Yes,0,10,4,10,6,5,10,3,9,8,5,8,10,5,10
3312,56,Male,Teacher,PhD,Single,31044.16,20,591,No,no_loan,34.59,Yes,27151.78,3,Yes,1,Yes,Yes,3,Savings Plans,Neutral,Fees,Yes,0,5,4,3,9,3,4,3,4,5,1,4,4,4,4
3313,61,Male,Lawyer,PhD,Divorced,29604.51,8,527,No,no_loan,8.24,Yes,57171.85,4,Yes,4,No,No,5,Savings Plans,Negative,Service,Yes,0,7,4,5,9,4,6,3,6,7,3,4,7,4,4
3314,67,Male,Doctor,Bachelors,Divorced,141408.07,14,338,No,no_loan,39.33,No,138944.97,3,No,3,Yes,Yes,2,Insurance,Positive,Service,No,0,6,1,6,10,2,2,3,2,2,1,2,3,1,2
3315,25,Female,Lawyer,High School,Divorced,71693.33,19,819,No,no_loan,34.13,Yes,138392.14,2,Yes,5,No,Yes,7,Insurance,Positive,"Service, Fees",No,0,8,4,8,4,6,10,3,10,7,5,6,9,6,9
3316,29,Female,Engineer,High School,Married,5396.66,15,477,Yes,Personal Loan,24,Yes,116412.27,3,No,1,Yes,Yes,6,Insurance,Positive,Delay,Yes,1,6,4,6,10,5,8,3,10,8,4,6,10,2,8
3317,43,Female,Doctor,PhD,Single,131545.61,21,671,Yes,Education Loan,96.02,Yes,39424.31,1,No,5,Yes,No,4,"Insurance, Savings Plans",Negative,Miscommunication,No,0,6,3,6,7,4,5,5,5,6,4,2,2,3,3
3318,36,Female,Lawyer,Masters,Single,23311.73,29,731,Yes,Car Loan,65.81,No,98253,3,No,4,No,Yes,4,Insurance,Neutral,Service,Yes,1,6,3,6,6,3,5,4,3,5,2,2,6,3,5
3319,39,Female,Lawyer,Bachelors,Divorced,166069.03,13,686,Yes,Personal Loan,80.09,Yes,109545.47,4,Yes,1,Yes,No,9,Insurance,Neutral,"Service, Fees",Yes,0,9,4,10,7,6,10,5,10,10,5,8,10,6,10
3320,39,Male,Artist,Bachelors,Divorced,47480.61,3,524,Yes,Education Loan,28.79,No,47985.31,4,No,5,No,No,4,Savings Plans,Negative,"Service, Fees",No,1,6,3,6,10,4,6,3,6,5,4,2,4,4,5
3321,69,Male,Artist,PhD,Single,50074.75,14,740,No,no_loan,9.39,Yes,93636.02,4,No,3,No,No,4,Insurance,Neutral,"Technical Issue, Delay",Yes,1,6,4,6,7,4,7,3,7,5,3,3,5,3,4
3322,38,Male,Engineer,Masters,Divorced,163106.73,2,476,Yes,Personal Loan,6.29,Yes,107140.3,3,Yes,4,No,No,3,Savings Plans,Neutral,"Technical Issue, Delay",Yes,1,4,4,3,10,1,4,1,5,2,1,2,2,1,4
3323,35,Male,Artist,Masters,Divorced,140325.78,23,751,Yes,Personal Loan,35.81,Yes,129703.69,2,Yes,2,Yes,No,8,Insurance,Negative,Fees,No,0,8,4,9,5,5,10,6,10,9,7,6,10,5,10
3324,41,Male,Engineer,PhD,Single,188968.09,14,504,Yes,Home Loan,40.02,No,37784.26,2,No,1,No,No,9,"Insurance, Savings Plans",Negative,"Technical Issue, Delay",No,1,6,7,6,8,6,10,5,10,10,8,5,10,7,10
3325,48,Female,Businessman,Bachelors,Married,71357.1,3,406,No,no_loan,83.1,Yes,45943.85,2,No,2,No,Yes,3,"Insurance, Savings Plans",Neutral,Delay,Yes,1,6,1,6,10,4,6,3,7,3,2,3,3,1,4
3326,31,Male,Teacher,Masters,Married,92463.58,29,649,No,no_loan,56.9,No,131543.72,2,No,1,No,Yes,5,Insurance,Positive,"Technical Issue, Delay",No,0,6,4,6,8,5,6,3,6,5,2,3,7,3,7
3327,45,Female,Artist,Masters,Divorced,149768.05,11,483,No,no_loan,12.66,No,67511.57,3,No,5,Yes,Yes,2,Insurance,Neutral,Delay,Yes,1,6,1,6,10,1,1,3,1,1,1,2,1,1,3
3328,35,Male,Doctor,High School,Single,175491.04,15,560,Yes,Home Loan,46.15,Yes,99242.16,3,Yes,5,Yes,Yes,7,Insurance,Positive,"Technical Issue, Delay",Yes,0,10,4,9,10,6,10,3,8,9,5,6,9,5,9
3329,40,Female,Teacher,High School,Single,116699.55,2,596,No,no_loan,79.89,No,54876.17,1,No,4,Yes,No,8,Insurance,Positive,Service,No,0,6,7,6,10,5,10,3,10,8,7,7,10,7,10
3330,25,Male,Teacher,PhD,Married,88568.25,17,776,Yes,Car Loan,22.34,No,22429.85,1,No,5,No,Yes,6,Insurance,Negative,Technical Issue,No,1,6,3,6,6,5,10,4,7,7,4,6,8,3,8
3331,64,Female,Engineer,Bachelors,Divorced,49934.71,17,688,Yes,Education Loan,29.27,No,98113.14,4,Yes,4,No,Yes,3,"Insurance, Savings Plans",Neutral,"Service, Fees",Yes,1,4,4,3,8,4,3,5,2,4,1,3,3,3,4
3332,20,Female,Engineer,Bachelors,Married,63144.83,10,492,Yes,Education Loan,58.01,No,61048.45,4,Yes,3,No,No,8,Insurance,Positive,"Service, Fees",Yes,0,10,4,10,10,6,10,3,10,8,5,8,10,7,9
3333,40,Female,Businessman,High School,Married,36455.55,5,445,No,no_loan,40.33,No,129212.87,4,Yes,2,Yes,No,6,"Insurance, Savings Plans",Positive,Miscommunication,No,1,5,4,9,10,5,8,3,8,8,2,3,9,4,8
3334,64,Male,Artist,High School,Married,185509.76,8,566,Yes,Business Loan,64.62,Yes,140370.76,3,No,5,Yes,Yes,4,"Insurance, Savings Plans",Negative,Delay,Yes,1,6,3,6,8,3,4,3,4,4,4,2,6,4,4
3335,30,Male,Lawyer,Masters,Married,149168.87,10,391,No,no_loan,15.29,Yes,110692.19,3,Yes,5,Yes,Yes,7,Savings Plans,Positive,Miscommunication,No,1,9,4,8,10,5,8,3,9,7,5,5,10,6,8
3336,48,Female,Artist,High School,Married,181325.97,14,490,No,no_loan,82.94,Yes,53790.46,2,Yes,3,No,No,4,Insurance,Positive,Miscommunication,No,1,5,4,5,10,3,6,3,4,5,4,4,5,3,4
3337,25,Male,Engineer,Bachelors,Single,163759.66,24,331,No,no_loan,39.14,No,80934.33,3,No,2,No,Yes,3,Savings Plans,Positive,"Service, Fees",No,1,6,3,6,10,1,5,3,4,3,3,2,4,2,3
3338,64,Female,Lawyer,High School,Single,2283.44,13,385,No,no_loan,22.03,No,71093.67,4,No,2,Yes,Yes,9,"Insurance, Savings Plans",Positive,Delay,Yes,1,6,10,6,10,7,10,3,10,9,8,8,10,5,10
3339,40,Male,Businessman,Masters,Married,176132.48,12,711,No,no_loan,37.13,No,143881.77,1,Yes,5,Yes,Yes,2,Insurance,Negative,"Technical Issue, Delay",Yes,1,1,4,1,6,1,3,3,3,1,1,1,2,1,1
3340,50,Female,Lawyer,Masters,Divorced,171496.01,11,764,No,no_loan,93.89,No,22274.52,2,Yes,3,No,No,2,Insurance,Positive,Technical Issue,Yes,1,4,4,2,7,2,3,3,1,2,1,2,2,2,2
3341,67,Male,Artist,Bachelors,Married,148634.55,22,306,No,no_loan,7.58,No,95681.73,2,Yes,3,No,Yes,9,"Insurance, Savings Plans",Positive,Miscommunication,No,1,10,4,10,10,7,10,3,10,10,8,9,10,6,10
3342,67,Male,Manager,Bachelors,Divorced,122966.79,17,506,Yes,Home Loan,75.19,No,95076.51,1,Yes,5,Yes,Yes,2,"Insurance, Savings Plans",Neutral,Technical Issue,No,1,2,4,1,10,1,3,3,2,1,1,2,2,2,3
3343,30,Male,Lawyer,Masters,Married,70792.63,17,418,Yes,Education Loan,31.63,No,89912.72,3,No,2,No,Yes,7,Insurance,Neutral,Service,No,1,6,6,6,10,4,10,2,9,8,6,6,10,5,8
3344,54,Male,Artist,Bachelors,Divorced,94742.43,22,396,No,no_loan,69.38,Yes,42029.51,3,Yes,2,Yes,Yes,4,Insurance,Neutral,Technical Issue,Yes,1,4,4,5,10,4,6,3,6,2,3,5,6,2,4
3345,66,Female,Teacher,Masters,Divorced,70013.64,26,678,Yes,Education Loan,89.59,No,145323.69,3,Yes,2,No,No,1,Insurance,Neutral,Delay,No,1,2,4,1,9,1,1,5,1,1,1,1,1,1,1
3346,61,Male,Engineer,Masters,Married,109142.51,5,315,No,no_loan,45.98,Yes,63402.15,4,Yes,1,Yes,No,9,Insurance,Negative,"Service, Fees",No,1,9,4,10,10,7,10,3,10,9,7,7,10,8,10
3347,28,Male,Artist,Bachelors,Single,92521.88,11,412,Yes,Personal Loan,28.27,Yes,32158.03,2,Yes,3,Yes,Yes,8,"Insurance, Savings Plans",Negative,"Technical Issue, Delay",Yes,1,8,4,10,10,7,10,1,10,8,6,5,10,6,10
3348,41,Female,Manager,High School,Single,63065.65,21,819,No,no_loan,54.48,No,90233.16,3,Yes,2,No,No,1,Savings Plans,Positive,"Service, Fees",No,0,2,4,3,4,1,1,3,2,1,1,1,2,1,1
3349,67,Female,Teacher,PhD,Married,16512.06,20,631,No,no_loan,20.02,No,32634.15,4,No,1,No,Yes,9,"Insurance, Savings Plans",Positive,Miscommunication,Yes,0,6,5,6,7,8,10,3,10,10,6,5,10,6,10
3350,61,Female,Artist,High School,Single,193008.06,3,846,No,no_loan,18.57,Yes,108482.73,2,Yes,1,No,No,4,"Insurance, Savings Plans",Positive,Technical Issue,Yes,1,5,4,4,5,3,7,3,5,4,4,5,6,4,3
3351,69,Male,Businessman,High School,Single,177628.43,21,721,Yes,Business Loan,22.52,Yes,43495.42,3,No,5,No,No,2,Insurance,Positive,Delay,No,1,6,3,6,7,1,1,6,2,4,1,1,2,1,1
3352,25,Female,Lawyer,Masters,Single,22529.14,16,419,No,no_loan,29.33,No,123076.05,3,Yes,2,No,No,7,Savings Plans,Negative,Fees,Yes,0,7,4,10,10,4,10,3,9,8,6,6,8,6,8
3353,67,Female,Businessman,Masters,Married,171389.16,3,515,No,no_loan,66.23,No,99261.48,2,Yes,3,No,No,6,Savings Plans,Positive,Miscommunication,Yes,0,6,4,6,9,3,9,3,7,6,6,4,5,4,6
3354,22,Male,Engineer,Bachelors,Single,85463.08,18,331,Yes,Education Loan,15.13,Yes,42424.88,2,Yes,4,Yes,No,7,"Insurance, Savings Plans",Neutral,Miscommunication,No,1,6,4,9,10,6,10,6,8,6,7,5,9,6,7
3355,67,Male,Engineer,Bachelors,Divorced,132857.5,15,420,No,no_loan,61.22,No,58392.71,3,No,5,No,Yes,5,"Insurance, Savings Plans",Negative,Delay,Yes,0,6,7,6,10,4,8,3,5,5,3,2,7,2,6
3356,62,Male,Lawyer,PhD,Married,24952.59,18,409,Yes,Education Loan,84.45,No,126292.51,3,Yes,1,No,No,3,"Insurance, Savings Plans",Positive,Technical Issue,No,0,3,4,3,10,2,6,1,4,4,2,1,6,2,3
3357,29,Male,Engineer,High School,Single,148143.16,2,493,No,no_loan,22.14,No,30262.24,1,No,5,Yes,No,7,Insurance,Negative,Technical Issue,No,1,6,5,6,10,6,9,3,8,7,3,7,10,5,8
3358,26,Female,Teacher,High School,Divorced,108693.59,26,816,Yes,Car Loan,89.17,Yes,31403.7,1,No,5,Yes,No,4,Insurance,Positive,Service,No,1,6,3,6,4,1,6,6,5,4,2,2,5,2,6
3359,67,Male,Manager,Masters,Divorced,3133.84,21,559,Yes,Home Loan,84.25,No,124156.18,1,No,1,No,Yes,6,Savings Plans,Negative,Service,No,1,6,4,6,9,3,8,5,8,6,3,4,10,4,8
3360,37,Female,Manager,Masters,Married,22908.97,4,392,Yes,Education Loan,35.61,No,126432.26,4,No,1,No,Yes,8,Insurance,Positive,Fees,Yes,1,6,6,6,10,8,10,1,10,6,7,6,10,5,10
3361,59,Female,Artist,Masters,Divorced,54599.06,15,535,Yes,Business Loan,78.2,No,33144.87,3,Yes,4,No,No,9,Insurance,Positive,Miscommunication,No,0,9,4,10,8,8,10,3,10,10,7,6,10,7,9
3362,55,Female,Businessman,PhD,Single,131901.46,22,798,No,no_loan,29.65,No,134306.09,2,Yes,5,Yes,Yes,6,"Insurance, Savings Plans",Positive,Service,Yes,0,6,4,7,6,4,10,3,7,8,4,4,9,3,7
3363,41,Female,Artist,Bachelors,Single,186009.8,13,540,Yes,Business Loan,30.53,No,99578.15,1,Yes,2,No,Yes,7,"Insurance, Savings Plans",Negative,Fees,No,1,7,4,9,9,6,10,5,9,7,7,7,10,6,9
3364,19,Female,Businessman,Masters,Single,62230.76,16,797,No,no_loan,84.05,No,53013.53,3,No,3,Yes,No,7,Savings Plans,Neutral,Fees,No,1,6,7,6,6,5,10,3,9,8,3,5,10,6,9
3365,49,Male,Businessman,Masters,Single,27518.04,23,717,No,no_loan,90.2,Yes,93706.42,3,Yes,2,Yes,No,1,"Insurance, Savings Plans",Positive,Technical Issue,Yes,0,2,4,1,7,1,3,3,1,1,1,3,2,1,1
3366,27,Male,Teacher,High School,Single,71116.94,29,435,Yes,Home Loan,38.86,Yes,61689.84,2,No,4,No,No,8,Savings Plans,Positive,Miscommunication,No,1,6,7,6,10,7,10,3,8,10,7,6,9,6,10
3367,59,Female,Engineer,High School,Married,136753.19,8,732,No,no_loan,21.95,No,146092.07,1,Yes,1,Yes,Yes,4,"Insurance, Savings Plans",Positive,"Service, Fees",No,1,6,4,5,7,3,6,3,3,4,4,4,4,3,7
3368,20,Male,Lawyer,Masters,Divorced,75686.26,19,417,No,no_loan,56.72,Yes,46490.67,1,Yes,4,Yes,Yes,7,"Insurance, Savings Plans",Negative,Miscommunication,Yes,1,9,4,9,10,5,9,3,10,9,5,7,10,6,8
3369,59,Female,Engineer,Masters,Married,93638.48,9,688,Yes,Business Loan,61.41,No,52826.05,1,No,4,Yes,Yes,4,Insurance,Positive,Miscommunication,No,0,6,2,6,8,3,6,5,7,4,2,3,6,2,6
3370,45,Female,Manager,PhD,Divorced,106640.41,21,316,Yes,Car Loan,40.71,Yes,94127.34,1,Yes,1,No,Yes,8,"Insurance, Savings Plans",Neutral,Fees,Yes,1,8,4,10,10,6,10,2,9,10,5,6,10,4,9
3371,58,Male,Teacher,PhD,Single,96743.68,5,811,No,no_loan,84.26,No,59014.4,4,No,1,No,No,1,Insurance,Negative,Technical Issue,Yes,0,6,1,6,4,1,1,3,1,1,1,1,2,1,2
3372,69,Female,Engineer,PhD,Single,147081.11,12,691,No,no_loan,6.91,Yes,31742.14,2,No,2,No,Yes,1,"Insurance, Savings Plans",Negative,"Service, Fees",No,0,6,1,6,10,1,1,3,1,2,1,1,1,2,1
3373,65,Male,Doctor,High School,Married,101500.39,16,806,Yes,Car Loan,19.99,Yes,119128.8,2,No,5,Yes,No,3,Insurance,Neutral,Technical Issue,No,1,6,2,6,4,4,6,6,4,2,2,3,3,2,4
3374,27,Male,Teacher,Masters,Married,84665.36,8,678,No,no_loan,54.57,Yes,148995.97,2,Yes,5,No,No,4,Insurance,Negative,"Service, Fees",Yes,0,4,4,4,8,2,7,3,5,5,3,2,6,3,5
3375,59,Male,Engineer,Masters,Married,76309.18,12,354,Yes,Car Loan,29.46,No,104476.87,2,No,4,No,Yes,6,"Insurance, Savings Plans",Neutral,Service,Yes,1,6,5,6,10,7,9,3,8,8,6,7,7,3,7
3376,34,Female,Engineer,Masters,Divorced,65050.51,28,572,Yes,Car Loan,84.84,No,53762.44,4,No,3,Yes,No,2,Insurance,Positive,Service,No,1,6,3,6,9,3,1,5,2,1,2,2,1,1,3
3377,53,Female,Engineer,Masters,Divorced,76397.43,17,517,No,no_loan,50,Yes,93969.35,2,Yes,4,No,Yes,9,"Insurance, Savings Plans",Positive,"Technical Issue, Delay",No,0,10,4,10,10,7,10,3,10,9,5,6,10,6,10
3378,20,Female,Artist,Bachelors,Single,103942,10,379,Yes,Business Loan,57.24,Yes,48986.53,1,Yes,4,No,Yes,9,Insurance,Negative,Technical Issue,Yes,0,10,4,10,10,8,10,2,10,10,6,9,10,6,10
3379,22,Male,Lawyer,High School,Married,56036.4,19,665,No,no_loan,38.33,No,145965.31,3,Yes,2,No,Yes,7,Savings Plans,Neutral,Technical Issue,No,1,6,4,9,8,6,10,3,8,7,4,8,10,6,8
3380,32,Male,Engineer,Bachelors,Married,168240.92,1,393,No,no_loan,74.66,No,26816.49,1,No,2,Yes,Yes,4,Savings Plans,Positive,"Service, Fees",Yes,0,6,2,6,10,2,8,3,5,4,2,3,5,1,3
3381,23,Female,Engineer,Bachelors,Married,53102.49,28,484,Yes,Business Loan,2.67,Yes,92208.6,1,Yes,1,No,Yes,7,"Insurance, Savings Plans",Neutral,Technical Issue,Yes,1,6,4,7,10,6,10,1,9,8,5,6,9,4,8
3382,40,Male,Teacher,Masters,Married,3170.49,16,637,No,no_loan,29.76,Yes,95228.4,2,No,4,No,Yes,2,Savings Plans,Neutral,"Technical Issue, Delay",No,1,6,4,6,8,1,3,3,1,1,1,2,3,1,1
3383,65,Female,Manager,PhD,Single,96233.18,17,483,Yes,Business Loan,19.63,No,94119.64,2,No,5,No,Yes,5,"Insurance, Savings Plans",Negative,"Technical Issue, Delay",Yes,0,6,3,6,10,5,8,3,7,5,3,5,5,5,7
3384,63,Male,Doctor,High School,Divorced,158854.7,22,399,No,no_loan,68.51,No,57099.13,4,Yes,1,No,Yes,4,Insurance,Positive,Miscommunication,Yes,0,3,4,5,10,5,4,3,6,5,3,4,6,3,4
3385,45,Female,Lawyer,Bachelors,Married,50264.85,25,347,No,no_loan,37.51,Yes,55570.86,3,No,2,Yes,No,7,"Insurance, Savings Plans",Negative,"Technical Issue, Delay",Yes,0,6,8,6,10,5,10,3,10,9,4,5,8,4,7
3386,21,Female,Lawyer,Masters,Divorced,95575.73,5,427,No,no_loan,27.65,No,122836.28,4,No,2,No,No,3,Savings Plans,Negative,Service,No,0,6,4,6,10,2,5,3,4,2,2,4,3,1,4
3387,18,Male,Teacher,Bachelors,Married,168185.11,21,815,Yes,Business Loan,10.65,Yes,95818.5,2,Yes,2,Yes,No,8,Insurance,Positive,Miscommunication,Yes,0,9,4,10,6,7,10,6,10,8,8,8,10,8,10
3388,39,Female,Artist,High School,Divorced,159695.43,2,526,No,no_loan,27.37,Yes,41798.46,1,No,5,No,Yes,3,"Insurance, Savings Plans",Negative,Fees,No,0,6,2,6,10,2,3,3,2,2,1,3,4,2,6
3389,28,Male,Businessman,Masters,Married,125502.77,9,520,Yes,Business Loan,9.69,Yes,86809.84,3,No,4,Yes,No,5,"Insurance, Savings Plans",Neutral,Miscommunication,No,1,6,4,6,9,4,7,4,8,5,4,3,7,2,6
3390,28,Male,Artist,High School,Married,100433.79,11,562,Yes,Personal Loan,70.32,No,144734.17,3,No,2,Yes,Yes,7,Savings Plans,Negative,Service,No,0,6,6,6,8,5,8,3,9,8,6,7,10,6,10
3391,58,Female,Doctor,High School,Married,76896.14,4,436,Yes,Car Loan,99.97,Yes,34383.96,3,No,1,No,No,1,Insurance,Neutral,Technical Issue,Yes,0,6,1,6,10,1,1,2,2,1,1,1,1,1,1
3392,65,Female,Teacher,Bachelors,Divorced,152966.08,17,580,Yes,Education Loan,33.29,No,123462.49,3,Yes,3,No,Yes,8,Savings Plans,Positive,Delay,No,0,8,4,8,10,6,10,2,10,9,6,8,9,5,10
3393,57,Female,Engineer,Masters,Single,127175.63,12,341,Yes,Car Loan,8.89,Yes,81900.81,2,Yes,5,Yes,No,1,Savings Plans,Negative,Fees,No,1,2,4,1,10,1,2,2,1,2,1,1,1,1,1
3394,32,Male,Engineer,High School,Divorced,180724.81,1,422,Yes,Personal Loan,52.06,Yes,64872.24,4,No,3,Yes,No,3,"Insurance, Savings Plans",Positive,Service,No,1,6,3,6,10,3,4,4,2,2,2,2,4,2,3
3395,43,Female,Engineer,Masters,Divorced,109211.68,8,605,No,no_loan,15.38,No,121895.98,2,No,5,Yes,Yes,3,Savings Plans,Negative,Delay,Yes,0,6,4,6,8,1,4,3,3,5,2,2,4,4,2
3396,60,Male,Teacher,Masters,Married,183834.14,4,516,No,no_loan,35.67,Yes,26794.66,2,Yes,4,No,No,10,Insurance,Neutral,Fees,Yes,1,10,4,10,9,9,10,3,10,10,7,9,10,8,10
3397,57,Female,Doctor,PhD,Married,56119.07,26,591,No,no_loan,5.97,No,143756.46,1,No,1,No,No,4,"Insurance, Savings Plans",Negative,Fees,Yes,1,6,2,6,10,4,5,3,5,2,1,3,4,3,5
3398,67,Female,Engineer,Masters,Single,46267.65,20,587,No,no_loan,62,No,73014.39,4,No,4,No,Yes,8,Savings Plans,Neutral,Service,Yes,1,6,8,6,10,5,10,3,10,8,7,4,9,6,10
3399,41,Female,Artist,High School,Divorced,170221.26,5,516,Yes,Car Loan,80.38,No,31091.32,2,Yes,3,Yes,Yes,1,Insurance,Neutral,Service,No,0,1,4,1,10,1,1,4,1,2,1,1,1,1,1
3400,19,Female,Businessman,Bachelors,Divorced,193695.52,1,757,No,no_loan,41.88,Yes,111758.78,4,Yes,1,No,Yes,7,Insurance,Negative,"Technical Issue, Delay",Yes,0,7,4,8,7,5,10,3,9,9,4,6,10,7,9
