,CustomerID,Age,Gender,Job,Education,MaritalStatus,Balance,Tenure,CreditScore,HasLoan,TypeOfLoan,AvgTransactionPerMonth,HasCrCard,EstimatedSalary,NumOfProducts,UseOfDigitalBankServices,KnowledgeAboutServices,InvestmentInBankSchemes,IsActiveMember,Rating,ServicesUsed,ReviewSentiment,KeywordsInComplaint,IssueResolved,CustomerLeft,App,ServiceOffline,EaseOfAccessOfBankingServiceOnline,PaymentDeclineServerIssue,FraudSecurity,Insurance,LoanApproval,WithinTimeframeServiceDelivery,SincereEffortsSolvingProblems,HelpFinancialPlanning,RespondingCustomerRequests,FeelingSafetyTransacting,PersonalAttention,AcceptingResolvingFaults,Clusters
3142,3142,53,Female,Engineer,High School,Married,58740.57,24,596,Yes,Home Loan,63.7,Yes,56604.71,2,No,3,Yes,Yes,6,Savings Plans,Negative,"Technical Issue, Delay",Yes,1,6,6,6,10,5,9,4,8,7,3,4,8,6,9,special
3143,3143,40,Female,Businessman,Bachelors,Divorced,4306.63,19,570,Yes,Business Loan,39.43,No,90969.43,2,No,2,No,No,7,"Insurance, Savings Plans",Negative,Miscommunication,No,1,6,7,6,10,6,10,4,7,10,7,7,8,6,8,special
3144,3144,48,Male,Manager,PhD,Single,186117.66,16,463,No,no_loan,51.54,Yes,71809.22,4,Yes,4,No,Yes,7,Insurance,Negative,Technical Issue,No,1,7,4,9,10,7,10,3,10,7,6,6,9,6,9,moderate
3145,3145,23,Female,Businessman,Bachelors,Single,197552.14,13,317,No,no_loan,40.63,Yes,133338.21,4,Yes,5,Yes,Yes,10,Savings Plans,Neutral,"Technical Issue, Delay",No,1,10,4,10,10,7,10,3,10,10,8,8,10,7,10,standard
3146,3146,51,Female,Manager,High School,Single,194972.65,2,556,Yes,Education Loan,30.35,Yes,132050.8,1,Yes,3,No,No,8,"Insurance, Savings Plans",Negative,Technical Issue,Yes,1,9,4,10,9,7,10,5,8,10,6,5,10,5,9,standard
3147,3147,61,Male,Manager,Bachelors,Married,56321.49,21,634,Yes,Personal Loan,46.8,Yes,22995.13,2,Yes,2,No,Yes,7,"Insurance, Savings Plans",Negative,"Technical Issue, Delay",Yes,1,8,4,9,7,5,10,3,9,8,4,6,10,5,8,special
3148,3148,66,Male,Manager,Bachelors,Single,130078.84,19,463,No,no_loan,4.92,No,86443.62,2,Yes,2,No,Yes,1,Savings Plans,Positive,Delay,Yes,1,2,4,1,9,1,1,3,1,1,1,1,1,1,1,special
3149,3149,53,Male,Doctor,High School,Divorced,137571.07,12,445,Yes,Personal Loan,75.94,No,42962.49,3,Yes,2,No,No,2,"Insurance, Savings Plans",Neutral,"Technical Issue, Delay",Yes,0,1,4,1,10,2,2,3,1,1,2,3,3,3,1,moderate
3150,3150,45,Female,Businessman,High School,Single,108053.97,3,512,No,no_loan,76.87,No,41849.51,4,No,3,Yes,Yes,10,Savings Plans,Negative,"Service, Fees",No,1,6,10,6,10,9,10,3,10,10,7,9,10,9,10,moderate
3151,3151,55,Female,Businessman,PhD,Single,73945.78,14,506,Yes,Business Loan,11.67,Yes,136509.59,4,No,4,No,No,9,Savings Plans,Neutral,"Service, Fees",No,0,6,7,6,9,8,10,3,10,10,6,6,10,7,10,standard
3152,3152,54,Female,Artist,High School,Divorced,47743.14,10,508,No,no_loan,23.09,No,76632.99,4,No,1,No,Yes,7,Savings Plans,Negative,Technical Issue,Yes,0,6,4,6,10,7,10,3,10,10,5,6,9,5,8,standard
3153,3153,58,Male,Artist,High School,Divorced,179320.43,5,661,Yes,Car Loan,22.27,Yes,100914.55,2,No,3,Yes,No,10,Insurance,Positive,Service,Yes,0,6,10,6,7,9,10,4,10,10,7,7,10,7,10,standard
3154,3154,38,Female,Engineer,High School,Married,25338.56,8,327,Yes,Car Loan,64.55,No,45758.83,3,Yes,2,Yes,Yes,5,"Insurance, Savings Plans",Negative,Miscommunication,Yes,0,4,4,4,10,6,7,3,6,5,5,3,7,3,7,moderate
3155,3155,38,Female,Teacher,PhD,Divorced,130139.45,8,311,Yes,Business Loan,17.61,No,112100.11,2,No,5,Yes,Yes,1,Insurance,Negative,Delay,Yes,1,6,1,6,10,1,1,1,1,2,1,1,1,1,1,standard
3156,3156,18,Male,Artist,Masters,Divorced,19233.67,19,697,No,no_loan,64.18,Yes,86172.09,1,Yes,4,Yes,Yes,7,Insurance,Positive,"Technical Issue, Delay",Yes,0,9,4,8,9,5,9,3,8,7,5,7,10,5,10,special
3157,3157,26,Female,Doctor,Masters,Married,122283.89,11,388,Yes,Personal Loan,58.61,Yes,144028.78,1,No,5,Yes,No,4,Savings Plans,Positive,"Service, Fees",Yes,1,6,2,6,10,3,5,3,4,3,4,2,5,1,5,moderate
3158,3158,33,Female,Teacher,PhD,Married,115041.06,15,836,Yes,Education Loan,50.17,Yes,146244.19,1,Yes,2,No,No,7,"Insurance, Savings Plans",Negative,"Service, Fees",Yes,0,8,4,9,5,5,10,5,7,7,4,6,10,4,10,moderate
3159,3159,26,Male,Manager,High School,Single,24589.65,3,707,Yes,Business Loan,10.77,Yes,67013.39,4,Yes,3,No,Yes,6,Savings Plans,Negative,"Service, Fees",No,1,6,4,8,6,3,9,5,7,7,5,5,9,4,7,standard
3160,3160,48,Female,Doctor,PhD,Single,65032.34,11,353,Yes,Home Loan,99.71,Yes,109837.46,1,No,5,Yes,No,7,Insurance,Neutral,"Technical Issue, Delay",No,1,6,6,6,10,6,9,1,8,8,4,4,9,5,7,moderate
3161,3161,38,Female,Lawyer,High School,Single,69080.5,27,821,Yes,Car Loan,24.64,Yes,31354.9,1,No,2,Yes,Yes,9,Insurance,Positive,"Service, Fees",Yes,1,6,6,6,5,9,10,5,10,10,6,5,10,7,10,special
3162,3162,63,Female,Engineer,Masters,Married,161933.02,20,363,Yes,Personal Loan,10.77,No,42428.26,3,Yes,3,No,Yes,4,"Insurance, Savings Plans",Neutral,"Technical Issue, Delay",Yes,0,5,4,5,10,5,6,1,6,5,2,4,5,3,5,special
3163,3163,43,Female,Teacher,Masters,Married,73943.64,8,312,No,no_loan,82.05,No,23951.19,3,No,5,No,Yes,9,Insurance,Negative,"Technical Issue, Delay",No,0,6,8,6,10,7,10,3,10,10,6,8,10,8,10,moderate
3164,3164,22,Male,Artist,Masters,Married,84917.05,4,551,Yes,Personal Loan,26.79,No,37077.54,1,Yes,3,Yes,No,6,Savings Plans,Neutral,"Technical Issue, Delay",No,0,7,4,8,10,6,6,3,8,8,4,5,7,2,7,standard
3165,3165,55,Female,Artist,Masters,Single,8330.33,6,799,Yes,Education Loan,56.54,Yes,90070.66,3,No,4,Yes,Yes,2,Insurance,Negative,Miscommunication,No,0,6,1,6,7,1,3,6,2,1,1,1,2,1,3,moderate
3166,3166,18,Female,Doctor,PhD,Married,53449.21,19,519,No,no_loan,11.86,No,109957.55,2,No,1,No,Yes,7,Insurance,Negative,Delay,Yes,1,6,6,6,10,7,9,3,9,6,5,4,10,5,8,special
3167,3167,22,Female,Lawyer,PhD,Single,150523.48,29,420,Yes,Home Loan,14.65,Yes,105227.97,2,No,4,No,No,5,Savings Plans,Negative,"Service, Fees",No,1,6,3,6,10,3,7,2,7,7,4,5,8,5,7,special
3168,3168,67,Male,Businessman,High School,Married,58881.13,1,802,No,no_loan,33.75,No,140550.94,1,No,2,Yes,Yes,5,Insurance,Negative,"Service, Fees",No,1,6,4,6,6,3,6,3,5,6,3,5,8,4,5,standard
3169,3169,19,Female,Businessman,High School,Married,106816.8,3,614,No,no_loan,41.29,No,103797.11,1,No,3,No,No,7,"Insurance, Savings Plans",Positive,"Technical Issue, Delay",Yes,0,6,6,6,6,5,10,3,8,7,5,6,9,5,8,standard
3170,3170,63,Female,Teacher,Masters,Single,95159.84,10,408,Yes,Home Loan,5.59,No,115363.78,4,Yes,1,Yes,Yes,6,"Insurance, Savings Plans",Positive,"Technical Issue, Delay",No,1,5,4,6,10,2,8,4,4,9,6,4,9,4,6,standard
3171,3171,48,Female,Doctor,Masters,Married,188886.03,3,373,Yes,Car Loan,75.64,Yes,35570.51,1,No,5,Yes,No,7,Savings Plans,Neutral,Technical Issue,Yes,1,6,6,6,10,5,10,2,7,6,5,6,9,6,8,moderate
3172,3172,22,Male,Teacher,PhD,Single,10531.71,2,848,No,no_loan,51.49,No,34734.35,4,No,5,No,Yes,9,Savings Plans,Neutral,Fees,No,0,6,7,6,4,7,10,3,10,10,7,8,10,6,10,standard
3173,3173,54,Female,Artist,Masters,Single,6998.12,25,704,No,no_loan,70.38,No,95420.27,1,Yes,1,No,No,9,Savings Plans,Negative,Technical Issue,Yes,0,10,4,9,6,8,10,3,10,10,7,8,10,6,10,special
3174,3174,23,Female,Engineer,Masters,Married,23065.24,15,619,No,no_loan,65.22,Yes,58266.89,3,Yes,3,No,No,3,Savings Plans,Neutral,Delay,Yes,1,5,4,1,8,5,5,3,4,2,1,3,5,2,1,moderate
3175,3175,35,Male,Teacher,High School,Divorced,116970.26,25,387,Yes,Business Loan,24.97,No,47017.74,2,Yes,1,No,No,10,Savings Plans,Neutral,"Technical Issue, Delay",No,0,10,4,10,10,8,10,1,10,10,8,8,10,6,10,special
3176,3176,53,Male,Lawyer,High School,Married,18382.25,24,762,No,no_loan,80.79,No,23325.18,4,Yes,1,Yes,Yes,5,Savings Plans,Positive,Miscommunication,No,1,7,4,7,6,4,6,3,6,6,4,5,6,4,7,special
3177,3177,67,Female,Engineer,Bachelors,Single,105038.38,18,840,No,no_loan,62.44,No,86893.18,2,No,4,No,Yes,9,"Insurance, Savings Plans",Positive,Delay,Yes,0,6,9,6,5,8,10,3,10,10,7,7,10,6,10,moderate
3178,3178,20,Female,Doctor,Bachelors,Single,83022.44,17,508,No,no_loan,63.26,Yes,49114.35,1,Yes,4,No,No,1,Savings Plans,Negative,"Technical Issue, Delay",No,0,1,4,1,10,1,1,3,1,2,1,2,3,1,1,moderate
3179,3179,33,Male,Manager,PhD,Married,134171.6,12,803,Yes,Home Loan,43.3,Yes,95819.33,1,No,5,No,No,2,Savings Plans,Positive,Fees,No,0,6,2,6,5,1,3,6,1,3,2,2,3,1,3,standard
3180,3180,40,Male,Manager,PhD,Single,33354.68,14,782,Yes,Home Loan,57.65,Yes,142130.13,4,Yes,2,Yes,No,9,Insurance,Neutral,Delay,Yes,0,10,4,10,6,7,10,3,10,9,8,9,10,7,10,moderate
3181,3181,69,Male,Lawyer,High School,Married,93730.37,27,550,No,no_loan,84.88,Yes,121586.53,3,No,4,Yes,No,7,Insurance,Neutral,Fees,No,1,6,7,6,10,5,10,3,9,8,4,5,9,5,9,moderate
3182,3182,21,Male,Artist,Bachelors,Divorced,181644.24,22,459,No,no_loan,66.94,No,103287.2,3,Yes,3,No,No,7,"Insurance, Savings Plans",Positive,Service,No,1,7,4,9,10,7,10,3,7,8,4,7,9,6,7,moderate
3183,3183,35,Female,Doctor,High School,Married,139461.47,20,600,Yes,Home Loan,64.53,No,134971.65,4,No,2,No,No,9,Insurance,Neutral,Technical Issue,No,0,6,8,6,9,8,10,5,10,10,4,10,10,7,10,moderate
3184,3184,62,Female,Lawyer,Masters,Divorced,136904.62,1,339,No,no_loan,95.77,No,123999.18,4,No,5,No,Yes,3,Insurance,Neutral,Fees,No,1,6,2,6,10,1,5,3,3,4,2,3,4,2,4,moderate
3185,3185,30,Male,Lawyer,Masters,Divorced,61733.57,4,585,Yes,Personal Loan,29.92,No,53664.29,1,Yes,5,Yes,No,10,"Insurance, Savings Plans",Negative,Miscommunication,Yes,1,10,4,10,9,9,10,5,10,10,8,9,10,7,10,standard
3186,3186,68,Male,Manager,Bachelors,Single,8879.52,17,471,No,no_loan,50.08,No,87456.25,1,No,2,No,No,9,Insurance,Positive,"Service, Fees",Yes,0,6,8,6,10,5,10,3,10,8,7,9,10,7,10,special
3187,3187,66,Female,Doctor,Bachelors,Married,37844.16,10,687,No,no_loan,66.64,No,85153.77,4,No,1,No,No,5,Insurance,Neutral,Fees,No,1,6,4,6,7,4,6,3,3,6,3,5,7,5,6,moderate
3188,3188,24,Male,Artist,PhD,Divorced,52081.44,18,707,Yes,Personal Loan,80.05,Yes,76516.47,4,No,4,No,No,8,Insurance,Neutral,"Technical Issue, Delay",Yes,0,6,6,6,6,6,10,6,9,8,6,8,10,6,10,moderate
3189,3189,56,Female,Businessman,Bachelors,Married,146217.36,16,732,No,no_loan,78.5,No,65065.25,1,No,1,Yes,Yes,3,"Insurance, Savings Plans",Positive,Service,No,1,6,3,6,7,3,4,3,5,2,2,2,3,2,4,moderate
3190,3190,61,Male,Lawyer,Masters,Divorced,86401.35,16,386,No,no_loan,41.19,Yes,57531.53,4,No,1,Yes,No,6,Insurance,Positive,Miscommunication,No,0,6,4,6,10,5,7,3,8,5,3,5,10,5,8,special
3191,3191,21,Female,Businessman,Masters,Single,75079.47,12,362,No,no_loan,84.86,Yes,113172.11,3,Yes,4,Yes,Yes,5,Savings Plans,Negative,Service,Yes,1,6,4,6,10,5,5,3,5,7,2,3,7,2,6,moderate
3192,3192,33,Female,Doctor,Bachelors,Married,69452.61,28,703,Yes,Personal Loan,17.02,Yes,116711.41,2,Yes,5,Yes,Yes,1,"Insurance, Savings Plans",Positive,Delay,No,1,1,4,1,5,1,2,6,1,1,1,1,1,1,1,special
3193,3193,21,Female,Lawyer,Masters,Married,44213.56,27,473,No,no_loan,62.33,No,115761.06,2,No,4,No,No,5,"Insurance, Savings Plans",Negative,"Technical Issue, Delay",Yes,1,6,3,6,10,4,5,3,7,6,4,6,6,3,6,special
3194,3194,58,Male,Artist,Bachelors,Divorced,82820.17,22,789,Yes,Personal Loan,99.31,Yes,134937.94,3,Yes,1,No,No,8,"Insurance, Savings Plans",Negative,Miscommunication,Yes,0,8,4,9,9,7,10,5,10,10,5,6,10,5,10,moderate
3195,3195,32,Male,Engineer,Bachelors,Married,168240.92,1,393,No,no_loan,74.66,No,26816.49,1,No,2,Yes,Yes,4,Savings Plans,Positive,"Service, Fees",Yes,0,6,5,6,10,3,5,3,2,4,4,3,4,3,4,moderate
3196,3196,69,Female,Lawyer,PhD,Married,39763.96,19,653,Yes,Home Loan,82.41,No,55913.32,4,No,4,Yes,No,10,Savings Plans,Negative,Service,No,0,6,9,6,9,7,10,5,10,10,7,8,10,7,10,moderate
3197,3197,61,Female,Businessman,PhD,Divorced,61490.08,25,702,Yes,Business Loan,20.75,Yes,23371.99,2,No,1,Yes,No,9,Savings Plans,Negative,Technical Issue,No,1,6,8,6,6,8,10,6,10,10,6,7,10,8,10,special
3198,3198,56,Male,Doctor,High School,Single,117532.77,3,430,Yes,Education Loan,15.19,Yes,48864.3,2,Yes,4,Yes,No,2,"Insurance, Savings Plans",Positive,Service,Yes,1,2,4,3,10,1,2,3,4,1,1,3,3,1,3,standard
3199,3199,61,Female,Doctor,Bachelors,Divorced,30611.62,3,683,Yes,Home Loan,17.55,Yes,121527.68,1,Yes,1,No,No,3,Insurance,Negative,Miscommunication,Yes,0,3,4,4,7,5,1,6,4,4,2,3,3,1,3,standard
3200,3200,35,Male,Teacher,High School,Divorced,116970.26,25,387,Yes,Business Loan,24.97,No,47017.74,2,Yes,1,No,No,10,Savings Plans,Neutral,"Technical Issue, Delay",No,0,10,4,10,10,9,10,3,10,10,8,10,10,9,10,special
3201,3201,19,Male,Teacher,High School,Married,63587.96,17,688,Yes,Education Loan,73.3,No,103699.94,3,Yes,2,No,No,10,Insurance,Neutral,Service,Yes,1,10,4,10,9,8,10,4,10,10,8,9,10,7,10,moderate
3202,3202,52,Male,Artist,PhD,Single,123507.41,4,529,No,no_loan,21.1,Yes,106087.82,4,Yes,3,Yes,Yes,10,Savings Plans,Negative,"Service, Fees",Yes,0,10,4,10,10,9,10,3,10,10,8,8,10,7,10,standard
3203,3203,57,Male,Artist,Bachelors,Single,58759.99,20,436,No,no_loan,11.76,Yes,66664.92,4,Yes,4,Yes,No,3,Insurance,Negative,Miscommunication,No,0,1,4,3,10,2,3,3,3,4,1,2,3,1,3,special
3204,3204,38,Male,Engineer,High School,Single,58677.26,26,616,Yes,Home Loan,79.81,Yes,139253.41,1,No,1,No,Yes,6,"Insurance, Savings Plans",Positive,"Service, Fees",Yes,1,6,6,6,8,5,10,5,7,6,3,5,8,4,7,special
3205,3205,23,Female,Businessman,Bachelors,Single,197552.14,13,317,No,no_loan,40.63,Yes,133338.21,4,Yes,5,Yes,Yes,10,Savings Plans,Neutral,"Technical Issue, Delay",No,1,10,4,10,10,9,10,3,10,10,7,8,10,8,10,standard
3206,3206,34,Male,Engineer,Bachelors,Divorced,134149.99,15,358,No,no_loan,95.33,Yes,89340.61,4,Yes,1,No,Yes,9,"Insurance, Savings Plans",Negative,"Service, Fees",No,1,10,4,10,10,7,10,3,10,10,5,8,10,6,10,moderate
3207,3207,53,Male,Teacher,High School,Married,66378.49,16,636,Yes,Car Loan,11.55,No,98414.37,1,Yes,4,No,Yes,7,"Insurance, Savings Plans",Neutral,"Technical Issue, Delay",No,0,8,4,10,7,6,9,6,8,8,6,5,8,5,9,special
3208,3208,45,Male,Engineer,PhD,Married,169069.66,29,799,No,no_loan,91.66,No,80587.54,3,Yes,2,No,Yes,3,Insurance,Negative,"Technical Issue, Delay",No,0,4,4,3,8,2,4,3,2,1,3,1,3,1,3,moderate
3209,3209,35,Male,Doctor,Bachelors,Married,175321.48,26,719,No,no_loan,62.04,No,44613.63,4,Yes,4,Yes,Yes,7,"Insurance, Savings Plans",Negative,Miscommunication,Yes,1,7,4,8,9,5,10,3,9,7,6,6,10,5,9,special
3210,3210,55,Male,Lawyer,Bachelors,Single,24363.41,7,445,No,no_loan,84.25,No,63614.57,1,Yes,3,No,No,5,"Insurance, Savings Plans",Positive,"Technical Issue, Delay",No,1,4,4,6,10,4,7,3,5,6,3,4,5,3,7,moderate
3211,3211,22,Male,Businessman,Bachelors,Divorced,155290.47,26,714,No,no_loan,80.9,No,73443.8,1,No,4,Yes,No,4,Savings Plans,Neutral,Fees,No,0,6,4,6,6,3,6,3,2,5,3,2,5,3,4,moderate
3212,3212,59,Female,Teacher,PhD,Divorced,149852.73,29,760,Yes,Car Loan,21.63,No,23512.39,1,No,2,No,Yes,1,Insurance,Positive,Service,Yes,0,6,2,6,6,1,3,4,2,1,1,1,1,1,1,special
3213,3213,67,Female,Lawyer,High School,Married,166198.53,26,434,Yes,Car Loan,17.69,Yes,85911.09,1,Yes,2,No,Yes,1,Savings Plans,Negative,Technical Issue,Yes,0,1,4,1,10,1,1,3,1,1,1,1,1,1,1,special
3214,3214,52,Male,Teacher,High School,Divorced,100945.36,27,720,No,no_loan,82.9,No,105853.58,4,Yes,3,Yes,Yes,9,"Insurance, Savings Plans",Positive,Miscommunication,Yes,0,10,4,10,5,8,10,3,10,10,7,7,10,6,10,special
3215,3215,51,Female,Manager,High School,Single,194972.65,2,556,Yes,Education Loan,30.35,Yes,132050.8,1,Yes,3,No,No,8,"Insurance, Savings Plans",Negative,Technical Issue,Yes,1,10,4,9,10,7,10,2,10,10,6,7,9,6,10,standard
3216,3216,25,Female,Lawyer,Masters,Single,130384.29,9,417,No,no_loan,74.15,Yes,61209.25,1,No,2,Yes,No,8,Insurance,Negative,Delay,No,1,6,7,6,10,6,10,3,10,9,7,6,10,5,8,moderate
3217,3217,66,Male,Teacher,High School,Married,150443.68,11,462,No,no_loan,63.58,No,111317.88,3,Yes,4,Yes,No,3,Savings Plans,Positive,Technical Issue,Yes,1,1,4,3,10,3,3,3,4,3,2,3,3,2,2,moderate
3218,3218,32,Male,Doctor,PhD,Single,140653.38,15,490,No,no_loan,22.75,Yes,136351.66,2,Yes,3,Yes,No,2,Savings Plans,Negative,Technical Issue,Yes,0,2,4,2,10,1,1,3,2,3,1,2,2,1,2,standard
3219,3219,18,Female,Manager,Bachelors,Single,63792.31,10,458,Yes,Business Loan,47.01,Yes,78958.29,2,Yes,2,Yes,Yes,1,"Insurance, Savings Plans",Neutral,Fees,No,1,2,4,1,10,1,1,1,1,3,1,1,2,2,1,standard
3220,3220,64,Male,Manager,PhD,Single,187815.55,4,641,No,no_loan,6.0,No,120202.3,4,Yes,2,Yes,Yes,4,Insurance,Neutral,Service,Yes,1,4,4,4,7,3,5,3,4,6,4,3,6,3,5,standard
3221,3221,48,Female,Doctor,Masters,Married,188886.03,3,373,Yes,Car Loan,75.64,Yes,35570.51,1,No,5,Yes,No,7,Savings Plans,Neutral,Technical Issue,Yes,1,6,4,6,10,6,10,1,8,7,5,8,10,6,10,moderate
3222,3222,51,Male,Artist,High School,Single,52906.29,16,515,Yes,Education Loan,33.04,Yes,108875.06,2,No,4,Yes,Yes,5,Insurance,Neutral,"Technical Issue, Delay",No,1,6,4,6,10,3,7,3,5,4,3,4,5,4,6,special
3223,3223,53,Female,Manager,PhD,Married,98399.59,8,707,No,no_loan,95.74,Yes,31732.86,3,No,4,Yes,No,7,Insurance,Negative,Delay,No,0,6,5,6,7,5,10,3,10,8,5,7,9,5,7,moderate
3224,3224,32,Male,Manager,High School,Single,59057.29,25,696,No,no_loan,99.07,Yes,43095.72,3,No,3,Yes,No,6,Savings Plans,Positive,Fees,No,0,6,6,6,9,3,8,3,7,9,8,4,10,4,7,moderate
3225,3225,49,Female,Businessman,PhD,Single,89984.23,14,474,No,no_loan,86.18,No,32624.28,4,No,4,No,No,5,"Insurance, Savings Plans",Neutral,Miscommunication,No,0,6,4,6,10,5,8,3,5,5,2,5,6,2,8,moderate
3226,3226,55,Male,Teacher,PhD,Married,63486.07,22,845,No,no_loan,55.61,No,109570.98,1,No,5,Yes,No,6,Savings Plans,Negative,Service,No,1,6,6,6,4,5,10,3,7,8,4,7,6,5,9,special
3227,3227,23,Female,Teacher,Masters,Single,44182.55,14,617,Yes,Education Loan,89.96,Yes,106844.02,4,Yes,2,No,No,1,"Insurance, Savings Plans",Positive,Miscommunication,Yes,0,1,4,1,8,1,1,4,1,1,1,1,1,1,1,moderate
3228,3228,58,Male,Doctor,High School,Single,147940.04,29,379,No,no_loan,95.19,Yes,132321.13,4,Yes,2,No,No,1,Savings Plans,Neutral,Miscommunication,Yes,1,1,4,1,10,2,3,3,1,1,1,1,1,1,1,moderate
3229,3229,20,Male,Engineer,Masters,Married,169441.8,29,348,No,no_loan,24.13,No,73990.85,4,Yes,2,Yes,Yes,7,Insurance,Neutral,Fees,Yes,1,8,4,9,10,5,8,3,9,7,6,4,10,4,9,special
3230,3230,61,Female,Businessman,Bachelors,Divorced,138933.3,5,483,Yes,Business Loan,5.03,Yes,65513.46,1,Yes,3,No,No,3,Insurance,Negative,"Technical Issue, Delay",No,1,3,4,4,10,1,4,1,1,4,1,2,5,2,3,standard
3231,3231,69,Female,Lawyer,PhD,Married,39763.96,19,653,Yes,Home Loan,82.41,No,55913.32,4,No,4,Yes,No,10,Savings Plans,Negative,Service,No,0,6,7,6,7,9,10,4,10,10,10,8,10,6,10,moderate
3232,3232,60,Male,Engineer,PhD,Single,199219.31,19,582,No,no_loan,82.36,Yes,124203.19,4,Yes,3,Yes,Yes,3,Savings Plans,Positive,"Technical Issue, Delay",No,1,3,4,3,9,2,4,3,4,3,1,3,2,1,4,moderate
3233,3233,58,Male,Businessman,Masters,Married,148651.37,15,776,Yes,Business Loan,47.63,No,22444.96,2,Yes,5,No,Yes,7,Insurance,Positive,Technical Issue,Yes,0,9,4,9,7,5,10,6,9,7,5,6,10,4,9,standard
3234,3234,61,Male,Manager,PhD,Divorced,142848.31,8,678,Yes,Education Loan,86.73,Yes,115650.77,2,Yes,3,Yes,No,10,"Insurance, Savings Plans",Neutral,Service,Yes,1,10,4,10,9,7,10,5,10,10,8,7,10,6,10,moderate
3235,3235,33,Male,Doctor,Masters,Single,56874.31,1,496,No,no_loan,95.5,No,48554.04,1,No,5,Yes,No,9,"Insurance, Savings Plans",Neutral,Miscommunication,Yes,0,6,9,6,10,6,10,3,10,10,7,8,10,8,10,moderate
3236,3236,35,Male,Lawyer,PhD,Married,110526.26,23,736,No,no_loan,21.9,No,52018.79,2,Yes,1,No,Yes,6,Savings Plans,Positive,Miscommunication,Yes,0,8,4,5,5,5,10,3,7,5,5,5,7,4,8,special
3237,3237,35,Female,Engineer,High School,Single,78304.2,6,471,Yes,Personal Loan,40.84,No,46553.11,2,No,2,Yes,Yes,3,Insurance,Negative,Technical Issue,No,0,6,2,6,10,2,5,3,4,3,4,1,3,2,3,standard
3238,3238,26,Female,Doctor,High School,Divorced,44979.58,18,832,No,no_loan,62.7,No,147023.24,4,Yes,3,No,No,9,Insurance,Positive,Fees,Yes,0,10,4,10,2,10,10,3,10,10,7,6,10,6,10,moderate
3239,3239,40,Female,Teacher,PhD,Single,31658.1,24,304,Yes,Home Loan,49.91,Yes,72733.13,3,Yes,2,No,Yes,10,Savings Plans,Negative,"Service, Fees",No,1,10,4,10,10,9,10,2,10,10,7,6,10,6,10,special
3240,3240,21,Male,Manager,Bachelors,Single,59969.72,14,474,No,no_loan,37.89,No,102216.56,1,No,2,No,No,4,Insurance,Positive,Miscommunication,No,0,6,3,6,10,4,5,3,4,3,4,1,5,3,5,standard
3241,3241,28,Male,Engineer,High School,Divorced,11105.94,13,601,Yes,Personal Loan,96.49,No,141119.71,4,No,5,No,No,6,"Insurance, Savings Plans",Neutral,Delay,Yes,1,6,4,6,8,6,7,6,7,8,3,5,7,3,7,moderate
3242,3242,58,Male,Doctor,Masters,Divorced,18384.6,6,520,No,no_loan,84.02,No,61981.65,4,No,3,No,Yes,6,"Insurance, Savings Plans",Negative,"Technical Issue, Delay",No,1,6,6,6,10,5,8,3,7,5,4,4,7,6,7,moderate
3243,3243,23,Female,Businessman,PhD,Divorced,101533.05,25,797,Yes,Business Loan,30.07,No,111219.93,4,No,4,Yes,No,4,"Insurance, Savings Plans",Positive,Fees,No,1,6,3,6,8,1,6,7,6,4,3,1,5,3,4,special
3244,3244,67,Male,Manager,Bachelors,Divorced,122966.79,17,506,Yes,Home Loan,75.19,No,95076.51,1,Yes,5,Yes,Yes,2,"Insurance, Savings Plans",Neutral,Technical Issue,No,1,1,4,2,10,1,1,4,1,3,1,2,3,1,2,moderate
3245,3245,37,Female,Businessman,Masters,Married,99392.01,10,303,Yes,Business Loan,9.7,No,30592.73,4,No,4,No,No,3,Insurance,Negative,Fees,Yes,1,6,2,6,10,2,4,2,3,4,2,3,3,1,4,standard
3246,3246,30,Female,Teacher,PhD,Married,100199.56,18,337,No,no_loan,39.79,Yes,109177.58,3,No,3,No,Yes,3,Insurance,Neutral,"Service, Fees",No,0,6,2,6,10,1,4,3,2,4,1,2,4,2,3,special
3247,3247,43,Male,Lawyer,Bachelors,Single,87619.18,25,445,No,no_loan,36.19,No,34317.15,4,Yes,5,Yes,Yes,4,Savings Plans,Neutral,"Service, Fees",No,1,4,4,4,10,4,6,3,6,3,2,3,4,6,4,special
3248,3248,41,Male,Teacher,PhD,Married,15987.15,5,656,Yes,Education Loan,80.81,No,21555.08,3,No,4,No,Yes,7,"Insurance, Savings Plans",Neutral,Miscommunication,No,0,6,5,6,8,5,9,5,8,8,5,4,10,5,9,moderate
3249,3249,59,Female,Lawyer,PhD,Married,117439.34,24,551,No,no_loan,27.7,Yes,106880.52,3,No,4,Yes,Yes,7,Savings Plans,Neutral,Fees,Yes,1,6,7,6,10,8,10,3,7,8,5,5,9,4,9,special
3250,3250,52,Female,Teacher,PhD,Single,187417.64,17,720,No,no_loan,44.42,No,106566.59,2,No,1,No,Yes,4,"Insurance, Savings Plans",Negative,Fees,No,1,6,3,6,5,2,5,3,4,4,2,3,6,4,5,special
3251,3251,48,Male,Doctor,Masters,Married,127123.85,10,530,Yes,Education Loan,66.48,No,106106.62,3,No,4,Yes,Yes,1,"Insurance, Savings Plans",Positive,Service,No,1,6,1,6,10,1,2,4,1,1,1,1,2,1,2,moderate
